cod_imovel,municipio,cod_estado,geometry
GO-5212204-1C88EF1B3499490DB39608D89AA62FA5,Jussara,GO,"POLYGON ((-51.29603500000001 -15.89514111, -51.29565667000001 -15.89496667, -51.29508972 -15.89542583, -51.29163917 -15.898278329999982, -51.29191 -15.89857360999999, -51.29490972 -15.901831389999982, -51.29869249999999 -15.905935279999992, -51.30118443999999 -15.908611939999988, -51.30428749999999 -15.904259169999992, -51.30424388999999 -15.904157219999991, -51.30396693999997 -15.90412666999998, -51.30369944 -15.90385943999999, -51.30332055999997 -15.90380778, -51.30293721999999 -15.903729440000012, -51.30277472000001 -15.90332610999999, -51.30254582999998 -15.90316860999999, -51.30235471999999 -15.90330333000001, -51.30215667 -15.903165560000001, -51.30230388999998 -15.90293471999998, -51.30195832999999 -15.90285694, -51.30173721999998 -15.902600280000012, -51.30153693999998 -15.90182389, -51.30177778000003 -15.90147694000001, -51.30157888999998 -15.90129667, -51.3014225 -15.900642500000012, -51.30112971999998 -15.900686110000002, -51.30109805999998 -15.90034582999998, -51.30061277999999 -15.900052499999992, -51.30079639 -15.89984056, -51.30060278 -15.89961417, -51.30053166999999 -15.89929389, -51.30033056 -15.89909861000001, -51.30016666999999 -15.89839749999999, -51.30032000000001 -15.89827610999998, -51.29973138999997 -15.89806472000001, -51.29938943999997 -15.89757333, -51.29923333 -15.897334440000002, -51.29883250000001 -15.89706888999999, -51.2985 -15.89711861000001, -51.29834499999998 -15.896736110000022, -51.29834721999998 -15.896552499999991, -51.29784278 -15.89657639000001, -51.29737971999999 -15.896166110000001, -51.29733417 -15.89583443999999, -51.29711499999999 -15.89594832999998, -51.29699471999999 -15.895649439999993, -51.29686361000001 -15.895555280000002, -51.29679332999999 -15.89518305999999, -51.29603500000001 -15.89514111))"
GO-5212204-1E2963990BB04DAF9B1A8E86549F116C,Jussara,GO,"POLYGON ((-51.30118443999998 -15.908611939995806, -51.29869250000001 -15.905935279995795, -51.294909719999985 -15.90183138999583, -51.288831109999975 -15.919445559995768, -51.290559169999995 -15.919467499995768, -51.29135332999998 -15.91954110999581, -51.29257860999998 -15.919765559995787, -51.29378305999999 -15.920118329995804, -51.296240000000004 -15.920830279995766, -51.29904110999997 -15.91333693999578, -51.30118443999998 -15.908611939995806))"
GO-5212204-20FBD72E32A74011BE0C063F4C507E80,Jussara,GO,"POLYGON ((-51.34355306625366 -15.78403560003309, -51.34451866149902 -15.784717002203106, -51.34732961654663 -15.781970730984632, -51.35052091274659 -15.78165954366996, -51.352972984313965 -15.783870411283246, -51.3594102859497 -15.780463363298256, -51.35697680402681 -15.77724141908553, -51.35682163976739 -15.77717073546847, -51.35455538047521 -15.77673590164356, -51.3504434932389 -15.77604694738804, -51.34782314300537 -15.775631451618066, -51.34514093399048 -15.779492860364035, -51.34254455566406 -15.783292249598723, -51.3430380821228 -15.783643276532425, -51.3431453704834 -15.783746519632537, -51.34331703186035 -15.783849762680056, -51.34343504905701 -15.783942681377875, -51.34355306625366 -15.78403560003309))"
GO-5212204-230E3EB4EA894130A1CF632779C35DF4,Jussara,GO,"POLYGON ((-51.32071397903344 -15.90922196751083, -51.32005134034977 -15.90967879282919, -51.31948117798835 -15.90971008488479, -51.31901782668602 -15.90992601186635, -51.31875993943757 -15.90989367552141, -51.31820052904683 -15.90949736602552, -51.31802386821651 -15.90950952333315, -51.3173904530651 -15.90992988295637, -51.31740436847234 -15.91001629747578, -51.31771273352376 -15.9100794611746, -51.31842768585053 -15.9100319860229, -51.31842599344893 -15.91024468125858, -51.3184424449857 -15.9105412533933, -51.31829265595539 -15.91058585335508, -51.31807660453921 -15.9103349488533, -51.31787873878251 -15.91047366627547, -51.3178048566579 -15.91079840558129, -51.31843334855526 -15.91113646652192, -51.31894561157118 -15.91126506924284, -51.31928876080071 -15.91132260136633, -51.31963276617704 -15.91134243334692, -51.33237539847228 -15.91160792473102, -51.3325481681332 -15.90835937698795, -51.33255874472494 -15.90803625827802, -51.31964354685127 -15.90775984624194, -51.31946390180066 -15.90801684039691, -51.31932114035098 -15.90806747866078, -51.31937844751664 -15.90838853496614, -51.3197637499988 -15.90831997232216, -51.32021421733188 -15.90841892083162, -51.32057914369614 -15.90855038700103, -51.3207374973706 -15.90881209657796, -51.32090130998589 -15.90857496852622, -51.32104460067337 -15.90861060066095, -51.32102570457175 -15.90883035487315, -51.32071397903344 -15.90922196751083))"
GO-5212204-24550295C0BD4B61B04260CF073F0784,Jussara,GO,"POLYGON ((-51.30607859212667 -15.91545550572828, -51.30611205590914 -15.915441239591292, -51.31206206815518 -15.912904451021245, -51.31170243847456 -15.912708343240304, -51.311734618257326 -15.912547137713705, -51.31115172529394 -15.912260690691397, -51.31060786341599 -15.911881170441433, -51.31009108410557 -15.91151503846181, -51.30988791198147 -15.910958883341294, -51.309649881859535 -15.910458632105309, -51.30951955776596 -15.909864365457459, -51.30935843181987 -15.9092398747222, -51.30913637725821 -15.908764569424848, -51.30877919524493 -15.908372691812684, -51.308225153726795 -15.90789785980279, -51.308027839409164 -15.90751764260316, -51.3080318241076 -15.907143579525348, -51.307937532597876 -15.90678106911914, -51.307577731334035 -15.906489355064345, -51.30716069588573 -15.906042521050358, -51.306596446610484 -15.905726352362809, -51.30581812004424 -15.905415888739165, -51.30523165525081 -15.904891483666258, -51.304616505155494 -15.904463856702233, -51.30431107683812 -15.904258056077758, -51.301190484147426 -15.908634602453551, -51.29904602188509 -15.913359595600436, -51.29622372113439 -15.920906419163988, -51.30492170086878 -15.923500834558995, -51.30447775542822 -15.920795104117312, -51.30375347775631 -15.916446757378846, -51.30607859212667 -15.91545550572828))"
GO-5212204-24978B3823B34D09AA76633A5DD8CFE2,Jussara,GO,"POLYGON ((-51.46740171389682 -15.662127798046464, -51.46530371460151 -15.661711438717942, -51.45068172767273 -15.658809023127658, -51.44426143268334 -15.657862762260539, -51.43456695586987 -15.656360241235873, -51.434079089503484 -15.656284364217505, -51.43401596124357 -15.65661256810202, -51.43398647341794 -15.6566552071449, -51.433798178209315 -15.656608569538278, -51.43355429312595 -15.656394340949362, -51.43352369583305 -15.656574668567819, -51.43334580753365 -15.65655169602343, -51.4332096891428 -15.656735577242113, -51.433429496772646 -15.657124696624145, -51.43332120741921 -15.657275796338025, -51.433422132701594 -15.657349457397267, -51.43329154839576 -15.657503042126283, -51.4333677307428 -15.657612914034834, -51.433180329074645 -15.657902308597276, -51.43320657760382 -15.658093553140162, -51.433059357500724 -15.658145826908832, -51.43304843750282 -15.658365893640857, -51.432935644960594 -15.658505791881561, -51.43288512944334 -15.658709935202525, -51.4329291707189 -15.658887583900817, -51.43285841446673 -15.658917647677569, -51.43288313425275 -15.659047600852665, -51.43262033405596 -15.659423390033817, -51.432709099630536 -15.659526818558897, -51.43267569527493 -15.659659598688794, -51.432715393245424 -15.65976854839352, -51.4327181906027 -15.65998940163479, -51.43289484962127 -15.659870260803865, -51.4328424718383 -15.65972173891438, -51.43286091067472 -15.659616019347812, -51.4329607587413 -15.659576405577592, -51.433188551358185 -15.659901231497654, -51.43311521417832 -15.660035085094924, -51.43299289047562 -15.660080167646205, -51.43284910543354 -15.660257916275354, -51.43296174838466 -15.660445373896225, -51.43283013337989 -15.660819638335797, -51.43249215401443 -15.661076060840882, -51.43248225772051 -15.661206443994924, -51.43234699206485 -15.661398278622183, -51.43220140309585 -15.661517538541979, -51.43227523017407 -15.661660593950414, -51.43217892543925 -15.661877212887012, -51.432089512941886 -15.662043553160228, -51.43238205418699 -15.662453051705276, -51.432477830665135 -15.662872521307989, -51.432344020705195 -15.66295839873249, -51.43219491215455 -15.662868649903892, -51.43205345732745 -15.662913227282715, -51.431704129504254 -15.66318847519227, -51.43186825816963 -15.663410276025552, -51.43193784567577 -15.66366697859506, -51.431826721266276 -15.663936422944001, -51.43156123911147 -15.66423853632722, -51.4316118962109 -15.664811783162524, -51.431543210431236 -15.664984681904352, -51.43161741012969 -15.66503814567615, -51.43158797511447 -15.665240077385741, -51.4316938012076 -15.665424203997144, -51.431761635231844 -15.665556603562576, -51.43181759174878 -15.665676008247022, -51.43167657601375 -15.665797338139935, -51.431662492335604 -15.666244597926655, -51.431829828038424 -15.666392802932394, -51.43182819062682 -15.666546132514915, -51.431506709234455 -15.666576780566945, -51.431575879248754 -15.666812058074633, -51.43153039269528 -15.666924159124196, -51.43126546239588 -15.667091025663359, -51.43118985381739 -15.667211412791993, -51.4310301168888 -15.667305205716723, -51.43106801210361 -15.667488562238333, -51.430976703881605 -15.667597860423347, -51.430662684986686 -15.667672790886105, -51.430759316132 -15.667788047609044, -51.43087048377706 -15.667715685954263, -51.43102545734577 -15.667842037930614, -51.43090648373166 -15.668018742033276, -51.43098279758433 -15.668189999127613, -51.43075448747206 -15.668333558992813, -51.43086362453954 -15.668405215994785, -51.43077472663393 -15.668551756085218, -51.430785921241565 -15.668639517008675, -51.43067937272488 -15.668779040220715, -51.461501182162486 -15.674918436477594, -51.46279051498806 -15.672525695687227, -51.46809727409528 -15.673304636327732, -51.46841625252888 -15.673238682141378, -51.46899815761585 -15.670135123944124, -51.47042332775985 -15.662727413704168, -51.46740171389682 -15.662127798046464))"
GO-5212204-27018A8454A847469C4A947E06A1A23E,Jussara,GO,"POLYGON ((-51.31874924604562 -15.92826299461174, -51.30355523390415 -15.923742718379573, -51.30069841189108 -15.93281469818779, -51.300275690028016 -15.933988537974134, -51.29771265803763 -15.942127875801084, -51.29729246535274 -15.942949873246377, -51.29709363521366 -15.944051589922159, -51.29559741339432 -15.948789642452656, -51.29773831246993 -15.953174264308839, -51.2982636828942 -15.95619309085482, -51.29862932164175 -15.95674093360174, -51.29890920520807 -15.957376708953472, -51.29913198453267 -15.958088627717926, -51.29925441530557 -15.958655473325662, -51.299444380467506 -15.959166212801744, -51.29976844419762 -15.959437857307586, -51.300373609324595 -15.959477827743143, -51.30122498749597 -15.959483441622652, -51.30182982707052 -15.959305733322697, -51.302427282188816 -15.958896752002158, -51.303073333266774 -15.95805234868164, -51.30356463717665 -15.95724217403739, -51.30403492241157 -15.956493248218003, -51.30455985432634 -15.955798519619302, -51.30506089658014 -15.955241480845034, -51.30560522363892 -15.95470111048538, -51.30614958775166 -15.954185836510524, -51.30651885096828 -15.95353061727265, -51.30670864865881 -15.95297079529093, -51.30688441830239 -15.952141091908349, -51.30684917837107 -15.951148409485619, -51.30651173930468 -15.949921389215453, -51.30585030238138 -15.949040448774747, -51.30526084936284 -15.948136195820924, -51.304731792221574 -15.947487137034994, -51.303987043646174 -15.947058851743163, -51.30342207671949 -15.946467858453898, -51.30312631815979 -15.94571736690096, -51.30336122403919 -15.944882198103944, -51.30395982740068 -15.944042967274543, -51.30476534343592 -15.94381720985373, -51.30565073549802 -15.943605376781122, -51.306449583650526 -15.943772706888463, -51.30690768515689 -15.94424937022635, -51.30746799600932 -15.945097911526195, -51.307948387005496 -15.945904450062772, -51.30877320350138 -15.947080491175877, -51.30938658154499 -15.948009370257132, -51.30988294977629 -15.948642583155655, -51.31027769743038 -15.949515424314606, -51.31051180073385 -15.950149013920331, -51.31096414034406 -15.950570978595163, -51.31136612042256 -15.950596282461388, -51.31184894055699 -15.950468222199584, -51.312130792973605 -15.950188830181554, -51.31237422628282 -15.949406110206283, -51.312279163841026 -15.948781567702051, -51.31206462022209 -15.947963121001841, -51.31203867434686 -15.947062677257215, -51.31218255693005 -15.946245989494644, -51.312301730995706 -15.945165866531411, -51.31221640116395 -15.94405783562688, -51.31181178728701 -15.943410482543946, -51.311168067986536 -15.942696233570922, -51.31076947171791 -15.942283533569709, -51.310112791075035 -15.941771449346154, -51.309229312292885 -15.94112931485368, -51.308757307379366 -15.940799254617597, -51.30798419199659 -15.939722902396502, -51.30829348580291 -15.937639905993688, -51.31074188432342 -15.936376418266939, -51.31241751065782 -15.936657701751534, -51.31449113184643 -15.939129993903741, -51.316041853386764 -15.939942344081897, -51.317572964979504 -15.938795015560371, -51.317357641497715 -15.934960457317837, -51.3202734802763 -15.933808916468621, -51.3229620392765 -15.934808098472981, -51.325305920696074 -15.936836332279373, -51.32652558404363 -15.936872269578155, -51.327742651246176 -15.935769162770109, -51.326206324209174 -15.933117650723124, -51.325778475701966 -15.932353030416385, -51.32616220904494 -15.931893597960093, -51.32636207822769 -15.931267657752965, -51.32461385782241 -15.930739002416455, -51.32471765309827 -15.93038559468243, -51.324803466548325 -15.930063790992202, -51.31911953683618 -15.928373140960735, -51.31874924604562 -15.92826299461174))"
GO-5212204-2849994015EF46DB90DE964061CB16A2,Jussara,GO,"POLYGON ((-51.4165735244751 -15.70262255855179, -51.41638172787847 -15.70017557198063, -51.4132315374 -15.7029056647, -51.4131697426 -15.7029688749, -51.410136222839355 -15.706547323786433, -51.41429901123047 -15.707208329440409, -51.4165931333 -15.7057269282, -51.4166671602 -15.7056760521, -51.41670227050781 -15.705555811284613, -51.41676961984766 -15.70550767123733, -51.4165735244751 -15.70262255855179))"
GO-5212204-28658426F94C46068323D3A6FEE33470,Jussara,GO,"POLYGON ((-51.24937332999998 -15.953896109999997, -51.24949277999999 -15.95423000000001, -51.248538329999995 -15.95461833, -51.24895166999999 -15.95523028, -51.248838609999986 -15.955749169999994, -51.24939638999999 -15.955408609999994, -51.25002555999999 -15.954627780000004, -51.250471389999994 -15.954386669999996, -51.25055360999998 -15.954371940000001, -51.25106332999999 -15.954280279999995, -51.251153889999976 -15.954204169999995, -51.25218638999999 -15.955375280000002, -51.25366471999999 -15.956043329999998, -51.25778805999999 -15.953418609999995, -51.25718110999998 -15.950157219999998, -51.255340829999994 -15.951223890000001, -51.254991109999985 -15.95177917, -51.254691939999994 -15.95155194, -51.25341499999998 -15.953101109999999, -51.252524169999994 -15.953390559999994, -51.251506109999994 -15.953288329999989, -51.25147943999998 -15.953249169999996, -51.25083527999999 -15.95357889, -51.250733059999995 -15.953652219999999, -51.250563329999984 -15.953410000000003, -51.24937332999998 -15.953896109999997))"
GO-5212204-294B806F6169468E98BB3456EC5158A4,Jussara,GO,"POLYGON ((-51.44294500350952 -15.554397204439816, -51.43444776535034 -15.571843474778008, -51.44728299748217 -15.57428252152785, -51.44966321634941 -15.5747684406213, -51.45914309336477 -15.57638729684126, -51.46673605341492 -15.57779289463848, -51.46708382395995 -15.57704230624003, -51.46759986877441 -15.575667400271994, -51.46790027618408 -15.575005969598651, -51.46800756454468 -15.57428252736273, -51.4680290222168 -15.573517742802082, -51.46813631057739 -15.572814965291952, -51.46811485290527 -15.571554093737573, -51.46878004074097 -15.570603267451359, -51.469852924346924 -15.568784283174363, -51.47114038467407 -15.56682058890589, -51.47228160119887 -15.56553782986391, -51.47274971008301 -15.5645468142244, -51.47373676300049 -15.563389246549745, -51.47511005401611 -15.562066304088571, -51.47674339647274 -15.56018751646471, -51.46472454071045 -15.558056082779517, -51.45176410675049 -15.555926912900931, -51.44294500350952 -15.554397204439816))"
GO-5212204-2AD669448DED4EF59B8729DE50E7DEE2,Jussara,GO,"POLYGON ((-51.40923144331992 -15.726778286319563, -51.4329784168869 -15.728843807554224, -51.43561411062787 -15.719152296568383, -51.43383690192439 -15.707626848062274, -51.42918006480469 -15.70703594139572, -51.432328065739284 -15.716389564699865, -51.42757533847501 -15.719943856264504, -51.428321655145545 -15.722227994296443, -51.429272843352436 -15.725215523067082, -51.42046312209918 -15.723826342660436, -51.420462872348736 -15.723841079047864, -51.4201297513073 -15.723793263760054, -51.414917445305306 -15.72298615911457, -51.41487737569371 -15.722972041785116, -51.40135034124488 -15.720935747340476, -51.400515976559944 -15.726019551124795, -51.405535188163945 -15.726456547795147, -51.40923144331992 -15.726778286319563))"
GO-5212204-2B296F3D835C44D7BF1AD385C1D519A9,Jussara,GO,"POLYGON ((-51.40926930957549 -15.6847747494722, -51.4090580800592 -15.6849369690766, -51.4089828786156 -15.6849904484936, -51.408928797013 -15.6849652362608, -51.4087338951877 -15.6850324096274, -51.4079780658116 -15.6851046978694, -51.4068314279527 -15.6852763422799, -51.4057406084841 -15.6854560136268, -51.4042190655813 -15.6860816291598, -51.4021332059539 -15.6875143217705, -51.400441171934 -15.6880123924499, -51.3994895565874 -15.6887151316549, -51.3988475574083 -15.6908988565768, -51.3979574043573 -15.692458605253, -51.3973005191478 -15.6940533653132, -51.3957248500926 -15.6957908198516, -51.3939596992154 -15.6960667590927, -51.3919796604948 -15.6975856839317, -51.391411917103 -15.7002975800655, -51.3912149446445 -15.7014427287338, -51.3903520189181 -15.7013766488804, -51.38891227234969 -15.7038346102424, -51.3876578721491 -15.7059630696718, -51.3860035018377 -15.7087700841819, -51.3874774691013 -15.7103576946849, -51.387980886245 -15.7108968791297, -51.3880629969945 -15.7109848779021, -51.3881723220397 -15.7111019386101, -51.3902670083677 -15.7133437689678, -51.39032948174071 -15.7134109184291, -51.3905972374333 -15.7136981075069, -51.3931157424456 -15.7163959651642, -51.3985850740782 -15.7217811249228, -51.3994541536156 -15.7206502930418, -51.40135034218 -15.7209357482467, -51.4021356139202 -15.7210539083669, -51.414877376629 -15.7229720426913, -51.4149174462405 -15.7229861600207, -51.4201297522426 -15.7237932646662, -51.420462873284 -15.723841079954, -51.4204631230344 -15.7238263435666, -51.419545181403 -15.7115301290683, -51.4190952768186 -15.7057986260214, -51.4167707606771 -15.7057068818062, -51.4167762761274 -15.7056195405203, -51.4163812343115 -15.6999732640734, -51.4162616436273 -15.6982974813912, -51.4155862917385 -15.6890542602135, -51.4155711180074 -15.6888883964796, -51.4153786617818 -15.6863831963443, -51.4151369688665 -15.6861541176514, -51.4114135622257 -15.6852788924664, -51.4113074123291 -15.6852555868436, -51.40926930957549 -15.6847747494722))"
GO-5212204-2C904799081B439BB5AC023234C7073F,Jussara,GO,"POLYGON ((-51.4358873153 -15.5721366087, -51.4273885173 -15.5892205773, -51.4522566856 -15.5932815275, -51.4542696652 -15.5936101147, -51.4544458252 -15.5934287866, -51.4550232496 -15.5927707005, -51.4560575236 -15.5923226986, -51.4560053984 -15.5925919786, -51.4562412027 -15.5925676769, -51.4566663501 -15.5925147754, -51.4572558961 -15.5927062307, -51.4575846485 -15.5928034013, -51.4581465384 -15.5925274183, -51.4588691251 -15.5920510052, -51.4592153317 -15.5916079942, -51.4590278435 -15.5913920012, -51.459326385 -15.5912636718, -51.4598706593 -15.5909924947, -51.4601024488 -15.590879537, -51.4599220604 -15.5906726789, -51.4598539024 -15.5904958717, -51.4602239122 -15.590540454, -51.4603990191 -15.5900890298, -51.4603110385 -15.5897942766, -51.4602676036 -15.5895193464, -51.4603433947 -15.5892957156, -51.4604721628 -15.5892298573, -51.4607980505 -15.5889937511, -51.4607499942 -15.5885915766, -51.4607574728 -15.5883857087, -51.4608031405 -15.5880890122, -51.4611535977 -15.5882138504, -51.4612358348 -15.5879117794, -51.4614108773 -15.5876047224, -51.4614470771 -15.5875296283, -51.46106902 -15.5875171225, -51.4607000971 -15.5875016225, -51.4606223616 -15.5873671993, -51.46105258 -15.5872012546, -51.4609643652 -15.5866131107, -51.4609713488 -15.5863777627, -51.4612850869 -15.5861665518, -51.4618910951 -15.585842462, -51.4620563967 -15.5857062181, -51.4624133993 -15.5853604101, -51.462932458 -15.5848004618, -51.4634822641 -15.5841524654, -51.4637197435 -15.5838692957, -51.4639965881 -15.5832933564, -51.4642302143 -15.5832347693, -51.4645192096 -15.5830198182, -51.4653556866 -15.582389094, -51.4655735653 -15.5819486229, -51.4657605309 -15.5816727812, -51.465698202 -15.5815338702, -51.4659333593 -15.5811790119, -51.4662761863 -15.5811669218, -51.4663793447 -15.581105273, -51.466510769 -15.5808804826, -51.4663974985 -15.5808131992, -51.4660307213 -15.5803250658, -51.4660172435 -15.5799856416, -51.4656422242 -15.5785741278, -51.4657149002 -15.5784334394, -51.4660702399 -15.5781111707, -51.4661752439 -15.577913133, -51.4660850358 -15.5776864255, -51.4658159541 -15.5775001188, -51.4358873153 -15.5721366087))"
GO-5212204-2CC9462D520645069EBCBC7EA3D33548,Jussara,GO,"POLYGON ((-51.3829642615156 -15.7619537661414, -51.38285535936289 -15.7620258290769, -51.3825695499532 -15.7620970275137, -51.3813967022862 -15.7633237926576, -51.3762823674032 -15.7685396210466, -51.3831058140348 -15.777739013596, -51.38351255898971 -15.7825410213306, -51.3855150751659 -15.7844017063881, -51.3877566059046 -15.7858015177155, -51.3878300643654 -15.7858894403731, -51.389426329839 -15.7878010761151, -51.3913594826299 -15.7894649284245, -51.3920259475708 -15.789837769450846, -51.3935751884874 -15.7901094882497, -51.3937244891029 -15.7900650103984, -51.39397859573364 -15.789899713423802, -51.3943744118037 -15.7898710008593, -51.3945914355527 -15.7898434859514, -51.394992928573 -15.7898042449259, -51.395155134729 -15.7898190477062, -51.395394802093506 -15.789796473458367, -51.3956274676045 -15.7898631196926, -51.395632136787 -15.7898635632179, -51.3956566192343 -15.7898740959455, -51.3958329529142 -15.7899519745231, -51.3960044832582 -15.7900083455439, -51.39614582061767 -15.79006489725909, -51.3962614838245 -15.7900851728108, -51.3962856797289 -15.7900923610396, -51.3962531666129 -15.790129305129, -51.3959028823791 -15.7904798067145, -51.3868067336235 -15.7989001398469, -51.3895404088739 -15.8042066727091, -51.3961726253215 -15.8034023814141, -51.3976877148123 -15.8026022513574, -51.3978798609429 -15.8025472956632, -51.39851047611089 -15.80248891442, -51.3997601446981 -15.8028569133625, -51.40064826988569 -15.8033150717626, -51.40066472 -15.80304639, -51.4006724349106 -15.8029259289421, -51.40105962753296 -15.802969468052469, -51.4015250289857 -15.8027893822006, -51.4029355625703 -15.8016825785126, -51.4112994279024 -15.7988604140589, -51.4148592161757 -15.7978263903809, -51.4160794501876 -15.7974064829651, -51.4186335197238 -15.7964692450824, -51.42309665679932 -15.79504099715556, -51.432977018313 -15.7880458140298, -51.43450889 -15.78514694, -51.4273254815523 -15.7765712819954, -51.4285008101791 -15.7712444559412, -51.4272549447593 -15.7671364206261, -51.4030405373162 -15.7703748491962, -51.4005149848291 -15.770731815233, -51.3997019601867 -15.7708409808664, -51.3953039257155 -15.7713957761346, -51.3843204977523 -15.7629916601926, -51.3829642615156 -15.7619537661414))"
GO-5212204-304A3F0280604EAC866922F896EC2AF5,Jussara,GO,"POLYGON ((-51.382569549953224 -15.76209702750974, -51.382855359362885 -15.762025829072941, -51.38296426151558 -15.761953766137465, -51.3843204977523 -15.762991660188675, -51.39392770130038 -15.75172503437099, -51.389402072213365 -15.746102509140346, -51.385976434009976 -15.743971620020787, -51.38596858736596 -15.744018101822828, -51.38322915149009 -15.759589406416877, -51.38298950200909 -15.760976631224743, -51.382569549953224 -15.76209702750974))"
GO-5212204-32E6D42B795F4D54B06D6D8C2709096C,Jussara,GO,"POLYGON ((-51.33106211972306 -15.86743319345528, -51.33050959024205 -15.86682805896987, -51.32901121126239 -15.86532104433239, -51.32767964134763 -15.86368123391514, -51.32236612481607 -15.86643053447466, -51.32455171364187 -15.87003267660163, -51.31927015492686 -15.87232956333634, -51.31918838017861 -15.8723601501334, -51.31522691532392 -15.87430512477868, -51.31441613336689 -15.87477586333173, -51.31370876196282 -15.87525521821775, -51.31354065209735 -15.87557133394708, -51.31317660808472 -15.87572798904262, -51.31287368439046 -15.87560330785055, -51.31279879408244 -15.87537532641849, -51.31285440876091 -15.87521821400406, -51.31268356108212 -15.87515300830215, -51.31263280443263 -15.87597702512866, -51.31278554044378 -15.87641101556765, -51.31311371603517 -15.87716035295454, -51.31353120061572 -15.87725105664734, -51.31343582433091 -15.87779000346788, -51.31294077696381 -15.87773819517409, -51.31264871324987 -15.87763139805145, -51.31228757856985 -15.87840605018996, -51.31263210501871 -15.87867278729855, -51.31265101435546 -15.87888096069107, -51.31300804960525 -15.87865786952864, -51.31320410478396 -15.87847108210912, -51.31341280772138 -15.87818808620096, -51.31379424306348 -15.87816068335755, -51.31409832314511 -15.87830543119588, -51.31426549168466 -15.87894769055475, -51.31448432509468 -15.87911407779335, -51.31425580289518 -15.87980762856443, -51.31402939886858 -15.87987982855704, -51.31422859602571 -15.88033372958963, -51.31431899981031 -15.88086544561401, -51.3149850859004 -15.88145725652232, -51.3150803803675 -15.88194873519259, -51.31487750235929 -15.88207387862307, -51.31456326472616 -15.88194867408678, -51.31454010083001 -15.88170904651911, -51.31430447786747 -15.88174075918978, -51.31430363429038 -15.8819797888386, -51.31406807076048 -15.88217061237477, -51.31395323106874 -15.88244678276036, -51.31418967705338 -15.88294528923779, -51.31428477632068 -15.88246854074957, -51.31445153122502 -15.88260074040976, -51.31447892545073 -15.88297804723665, -51.31460803142267 -15.88358817745087, -51.31480466905384 -15.88353373933179, -51.3147102917924 -15.88333218516153, -51.31458401519459 -15.88310057277606, -51.31469310976212 -15.88279439628254, -51.31486395666958 -15.88279441889267, -51.31518386841816 -15.88302339857161, -51.31544997745693 -15.88289291921956, -51.31556370608849 -15.88316405597472, -51.3154204211881 -15.88346811303755, -51.31525524285689 -15.883689662996, -51.31536705274249 -15.88404822336145, -51.31567580155789 -15.88406549220068, -51.31570364803654 -15.88389214696712, -51.31582853783819 -15.88383220756923, -51.31610657230606 -15.88428011518737, -51.31619316627337 -15.88464070081419, -51.31600483338235 -15.88504924075559, -51.31582834744043 -15.88514821975265, -51.3157934261881 -15.88527736773039, -51.31603086932718 -15.8855118002513, -51.31590406152838 -15.88566024813963, -51.31563198996603 -15.88664234290005, -51.31608962705414 -15.88671047202503, -51.3160270905255 -15.88692174724914, -51.31574626207831 -15.88696094075446, -51.316121168521 -15.88734858802162, -51.31604622956201 -15.88745392784277, -51.31568216767036 -15.88749152521674, -51.31567764993577 -15.88758962019017, -51.31600462957112 -15.88755343306857, -51.31598889737029 -15.88776798482498, -51.31584415481599 -15.88785769625502, -51.31564380543216 -15.88787055492488, -51.31546374335565 -15.88801419845477, -51.31525920951436 -15.88803944822777, -51.31503542263081 -15.8879981884846, -51.31502727503348 -15.88822511448377, -51.3145209549878 -15.88826960700799, -51.31467248188859 -15.88857784514928, -51.31467078789349 -15.8888703950669, -51.31500390677855 -15.88911635146649, -51.31542781000375 -15.88965327587875, -51.31535011989685 -15.89003227243444, -51.31549769168372 -15.89013855310334, -51.31543156588548 -15.89026548640759, -51.31512876930071 -15.89041753543567, -51.31490581959563 -15.89055590717304, -51.31468806112336 -15.89072889586731, -51.31439186882772 -15.89086366709862, -51.31453633785019 -15.89119749983076, -51.31426019799686 -15.8913124432385, -51.31433665502258 -15.8915216173926, -51.3145135096163 -15.89201686458663, -51.31472821360842 -15.89252218175393, -51.31478945208129 -15.89273589806197, -51.31463931595267 -15.89290408723666, -51.31457635821633 -15.89308688533127, -51.3144450392088 -15.89334174442565, -51.3145345839747 -15.89361662312248, -51.31461129691027 -15.89332839397087, -51.31492523363085 -15.89306847743646, -51.31506462986523 -15.89320234346482, -51.3151777426565 -15.89271417783431, -51.3155799251094 -15.8925553841786, -51.31568560337224 -15.8927521297998, -51.3154613392772 -15.89300757720615, -51.31555374012149 -15.89319620589555, -51.31545787582006 -15.89336277953861, -51.31574229503044 -15.89310453217461, -51.31592313386339 -15.89327639718989, -51.31566107358279 -15.89349573842917, -51.31558203573036 -15.89366988148958, -51.31541927872809 -15.89383176133583, -51.31515122801833 -15.89386424566697, -51.31509061005989 -15.89398972435423, -51.31525713398705 -15.89396706139693, -51.31565423237907 -15.89396105772632, -51.31577316717857 -15.89409196981179, -51.31600374028985 -15.89428717670858, -51.33312918432944 -15.89502917514558, -51.33344357467565 -15.88660431515084, -51.33370684035317 -15.8730654637493, -51.33363662594467 -15.87274093115511, -51.32757104011353 -15.86872829881276, -51.33106211972306 -15.86743319345528))"
